HiggsM,DNN_score,DPhi_jj,OO1
124999.266,-3.0275128,1.290038,-0.38851917
126459.51,-1.5950445,1.9313774,0.7655045
125667.125,-1.6595564,1.038758,-0.16146977
130096.0,-0.94325525,2.3852887,-0.32388806
119465.44,-0.29229638,2.9194915,0.08112571
126085.8,-1.6236752,1.4156631,-0.047333434
131439.19,-2.5582545,0.40812024,0.119285084
115062.95,4.9329305,0.58190334,0.042040158
115234.91,-1.7344376,2.3109674,0.31504118
117863.98,-3.0743983,1.961922,-0.18015522
115821.21,-3.1002345,1.7617321,-0.43991783
127904.695,0.37011638,1.0082628,0.20600027
117541.13,-0.96565706,1.6533129,1.2247372
119400.55,0.8014531,1.1835938,0.3208062
134514.12,-1.934763,2.997994,0.0150180245
134097.5,-3.778533,0.5670581,0.21185288
123416.89,-0.5760825,2.5191975,-0.1535899
128229.69,-2.9055307,2.1495156,-0.14071356
121072.06,-4.0470104,2.0225503,-0.14945017
130090.5,-2.564217,2.3215058,0.5385138
117012.914,0.26076335,1.9207563,0.05791194
120372.66,-1.7159895,2.9683087,0.06335808
128572.08,-2.17164,2.599205,-0.30032474
130057.54,-4.0973883,2.7556114,-0.39100564
115930.445,-3.1517265,0.8369617,-0.10000127
125222.23,-1.6664689,2.3405046,-0.51099724
129789.586,-2.4736757,2.8051963,-0.018096903
132394.98,-2.7399702,2.8107958,0.01090749
123304.25,0.085063174,2.821959,-0.15446094
127655.086,-2.2016702,2.889896,0.040501315
131891.5,1.0594233,2.158208,-0.26870695
134617.2,-3.0429537,3.0995038,-0.07977579
127583.86,-0.2823169,0.41543418,0.12892878
125960.086,-2.911427,1.8149078,-0.6357595
118169.93,-1.585189,2.9811308,-0.22545007
120658.375,-1.979104,2.381115,-0.5269516
116558.2,-0.029121494,2.7011168,-0.1074851
130876.06,-0.2347694,2.7769315,-0.83399016
115351.18,-0.21288179,3.0964713,0.0024128607
123366.15,-2.3472621,2.6689856,0.14199524
129058.99,-3.0335953,2.877862,-0.3294382
134675.03,-0.47412044,3.0370784,0.0013055135
120012.96,-2.9903722,2.1564329,-0.15688393
132083.19,-2.7754729,2.4339426,-0.18708448
124112.72,-3.1806443,2.8838289,0.032785643
122214.95,0.175103,0.86623895,-0.20963997
132074.4,-0.042107623,2.952987,-0.07812937
126215.34,-0.8198547,2.0647268,-0.10150882
133319.72,-3.3146636,2.0031803,-0.3205243
118166.086,-1.0177528,2.3372748,0.0409644
128427.89,-1.861111,1.3869994,-0.07223802
117239.61,-1.4941466,2.869059,0.08813334
134034.55,-1.1874266,3.0786223,0.14276883
115709.71,-2.1658115,2.4051769,-1.4948089
134838.33,-1.1702996,0.1092674,0.08909586
120455.805,-2.3493614,3.121354,0.09169854
123137.3,-3.4911053,2.7234232,-0.11114
122318.45,-3.8429773,1.9884974,0.032788623
129430.38,-1.7090911,1.7339926,-0.5649587
131958.56,-0.8365156,0.12273001,0.025307177
133520.81,2.9558969,2.0946941,-0.3945351
129312.22,-0.3998175,2.8406408,0.03957813
128939.33,-2.7601151,2.6277223,0.20469207
117203.54,-1.3415712,2.5024762,-0.71013117
122355.72,2.4399529,0.5501092,0.24236095
119431.14,-3.055727,1.6925019,0.21385898
121010.02,-2.1161983,2.110656,0.015612822
124275.27,-1.9333909,2.9810357,0.822332
119440.03,-1.9724798,0.14954065,0.198076
133557.6,3.425763,1.4648961,0.59674484
131699.36,-3.3577068,1.3913304,0.0437429
119641.77,0.71165645,0.567099,-0.51988286
125341.95,-3.6421654,3.0722237,0.08874185
115162.164,0.088751055,2.2485714,-0.077249095
122044.33,-3.1648881,1.7770509,0.18197179
122626.36,0.3074929,2.3628078,-0.07665549
123734.91,-0.09697958,0.29636577,0.10532643
120691.56,-1.3913205,2.8831139,-0.4002077
117891.37,-2.98409,0.26903298,0.24455896
124384.11,-2.2767842,2.449779,0.06617175
129688.21,-0.7386757,3.0089946,0.06692448
131912.28,-3.3941598,1.4708362,-0.8185147
120993.5,-1.3986973,2.816178,-0.0011037714
127197.97,-1.2871524,1.7313849,-0.17930384
119766.82,-3.0673668,1.5108743,0.14740324
123790.3,2.430971,0.15852043,0.12562878
